GAME_DATE,LAST_NAME,FIRST_NAME,FULL NAME,DRAFTED?,Tier,ROUND,PICK,TEAM,POSITION1,POSITION2,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,HEIGHT_IN,WEIGHT,THROWING_SIDE_R_L,BATTING_SIDE_R_L_S,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,INNINGS_PITCHED,PITCHES_TOTAL,HITS_ALLOWED,RUNS_ALLOWED,STOLEN_BASES_ALLOWED,WALKS,GROUNDOUTS,FLYOUTS,STRIKE_BALL_PERCENTAGE,HITS_ALLOWED_LEFT_SIDE,HITS_ALLOWED_MIDDLE,HITS_ALLOWED_RIGHT_SIDE,FASTBALL_VELO_MIN,FASTBALL_VELO_MAX,TOTAL_SWINGS_FASTBALL,SWINGS_AND_MISSES_FASTBALL,CHASE_SWINGS_FASTBALL,HARD_CONTACT_FASTBALL,BREAKING_BALL_VELO_MIN,BREAKING_BALL_VELO_MAX,TOTAL_SWINGS_BREAKING_BALL,SWINGS_AND_MISSES_BREAKING_BALL,CHASE_SWINGS_BREAKING_BALL,HARD_CONTACT_BREAKING_BALL,THIRD_PITCH_VELO_MIN,THIRD_PITCH_VELO_MAX,TOTAL_SWINGS_THIRD_PITCH,SWINGS_AND_MISSES_THIRD_PITCH,CHASE_SWINGS_THIRD_PITCH,HARD_CONTACT_THIRD_PITCH,FOURTH_PITCH_VELO_MIN,FOURTH_PITCH_VELO_MAX,SWING_FOURTH,SWING_MISS_FOURTH,CHASE_FOURTH,HARD_FOURTH,PRESENT_FASTBALL_GRADE_20_80,PRESENT_CURVE_GRADE_20_80,PRESENT_SLIDER_GRADE_20_80,PRESENT_CHANGE_GRADE_20_80,PRESENT_OTHER_GRADE_20_80,PRESENT_CONTROL_GRADE_20_80,FUTURE_FASTBALL_GRADE_20_80,FUTURE_CURVE_GRADE_20_80,FUTURE_SLIDER_GRADE_20_80,FUTURE_CHANGE_GRADE_20_80,FUTURE_OTHER_GRADE_20_80,FUTURE_CONTROL_GRADE_20_80,FB_PITCH_TYPE,BB_PITCH_TYPE,THIRD_PITCH_TYPE,FOURTH_PITCH_TYPE,COMMENTS,PLAYERID,SCHOOLID,SCOUTID,GAMEKEY,AVG Grade
02/09/2018,Wong,Michael,"Wong, Michael",N,5,-,-,-,P,,Fr.,Jack Chavez,Pima Community College,ACCAC,76,225,R,R,Scottsdale Community College,ACCAC,Pima Community College_at_Scottsdale Community College,5,,1,1,0,1,5,4,64.4,0,0,1,88,90,18,2,0,1,77,79,4,0,0,0,74,76,4,2,2,0,,,,,,,55,45,,55,,55,60,55,50,65,,65,,,,,,29,228,52,,49
02/16/2018,Stockman,Tristan,"Stockman, Tristan",N,5,-,-,-,P,,So.,Jack Chavez,Scottsdale Community College,ACCAC,76,220,L,L,Glendale Community College,ACCAC,Glendale Community College_at_Scottsdale Community College,5.7,,6,,1,5,4,7,74.8,5,1,1,85,87,15,7,2,6,74,76,2,0,0,1,80,83,5,1,1,0,77,79,1,1,1,0,50,40,50,40,,55,60,55,55,45,,60,,,,,,39,,54,,47
02/20/2018,Raymond,Brian,"Raymond, Brian",N,5,-,-,-,P,,Fr.,Jack Chavez,Chandler-Gilbert Community College,ACCAC,72,175,L,L,Scottsdale Community College,ACCAC,Gilbert-Chandler Community College_at_Scottsdale Community College,4,,7,4,0,1,9,0,65.8,5,0,2,84,86,23,2,0,3,74,76,1,0,0,0,79,82,12,2,1,0,69,73,2,2,2,1,40,40,50,45,,55,45,45,55,50,,60,,,,,,2649,230,61,,45
02/06/2018,Parson,Denin,"Parson, Denin",N,5,-,-,-,P,,Fr.,Jack Chavez,Scottsdale Community College,ACCAC,74,170,R,R,Colorado Northwestern Community College,SWAC,Colorado Northwestern Community College_at_Scottsdale Community College,3,,2,1,0,2,3,2,54.8,1,0,1,86,88,15,3,1,1,75,77,2,0,0,0,80,83,1,0,0,1,,,,,,,40,50,35,,,50,50,60,40,,,60,,,,,,10,569,87,,50
02/24/2018,Vander Kooi,Boyd,"Vander Kooi, Boyd",N,5,-,-,-,P,,Fr.,Jack Chavez,Arizona State University,Pacific-12 Conference,77,210,R,R,St. Mary's College,West Coast Conference,St. Mary's College_at_Arizona State University,7.67,,4,1,0,3,5,7,60.8,1,2,1,89,93,24,5,1,2,76,79,3,1,1,0,83,86,12,4,3,1,,,,,,,55,55,60,,,55,65,60,65,,,60,,,,,,724,504,88,,47
02/06/2018,Pierce,Kyle,"Pierce, Kyle",N,5,-,-,-,P,,So.,Jacob Frisaro,Broward College,Southern Conference,76,244,R,R,State College of Florida,,State College of Florida_AT_Broward College,6,,,5,,3,8,4,,2,2,1,80,83,26,3,,5,63,71,11,3,1,,75,75,1,1,1,,,,,,,,30,40,,30,,50,30,40,,30,,50,,,,,,22,145,90,,41
02/16/2018,Santana,Christian,"Santana, Christian",N,5,-,-,-,P,,Fr.,Jacob Frisaro,Florida International University,Conference USA,76,194,R,R,University of Missouri,SEC,University of Missouri_AT_Florida International University,1,,,,2,2,2,1,0,,,,90,94,1,,,1,79,84,,,,,,,,,,,,,,,,,55,,45,,,40,55,,50,,,45,,,,,,323,1398,125,,49
04/29/2019,Nicolas,Kyle,"Nicolas, Kyle",N,5,-,-,-,P,,Fr.,James Smith,Ball State University,MAC,75,205,R,R,Northern Illinois University,MAC,Northern Illinois University_AT_Ball State University_04/27/2018,5,75,4,1,0,2,6,4,61.3,1,1,2,89,94,11,4,2,1,82,86,5,2,2,1,82,85,4,1,2,1,,,,,,,55,50,,50,,50,60,55,,50,,50,4-Seam,Curveball,Changeup,,I think I was overly high on his changeup its just okay. I love his potential and i think that made me think he would be able to get an above average change.,1948,269,105,3335,51
04/29/2019,Nicolas,Kyle,"Nicolas, Kyle",N,5,-,-,-,P,,Fr.,James_Smith,Ball State University,Mid-American Conference,75,205,R,R,Northern Illinois University,Mid-American Conference,Northern Illinois University_AT_Ball State University_04/27/2018,5,75,4,1,0,2,6,4,61.3,1,1,2,89,94,11,4,2,1,82,86,5,2,2,1,82,85,4,1,2,1,,,,,,,55,50,,50,,50,60,55,,50,,50,4-Seam,Curveball,Changeup,,I think I was overly high on his changeup its just okay. I love his potential and i think that made me think he would be able to get an above average change.,1948,566,9,389,52
04/27/2018,Baker,John,"Baker, John",N,5,-,-,-,P,,So.,James_Smith,Ball State University,Mid-American Conference,75,207,R,R,Northern Illinois University,Mid-American Conference,Northern Illinois University_AT_Ball State University_04/27/2018,7.67,124,5,2,2,5,8,3,61.3,2,1,2,86,91,28,7,4,3,66,70,11,4,6,1,73,77,8,4,3,1,,,,,,,50,50,,55,,55,50,55,,60,,60,4-Seam,Curveball,Changeup,,Watching him reminds me so much of Kyle Hendricks in terms of his change and fastball movement. Not near as much but similar and projectable.,1234,311,72,783,51
03/16/2018,Baker,John,"Baker, John",N,5,-,-,-,P,,So.,James_Smith,Ball State University,Mid-American Confrence,75,207,R,R,University of Dayton,Atlantic 10 Confrence,University of Dayton_AT_Ball State University_03/16/2018,8,,6,3,1,1,1,7,68.4,3,1,2,87,90,47,17,5,1,72,76,3,2,1,1,75,80,4,1,0,0,78,82,2,1,1,0,45,50,45,50,,55,55,55,50,55,,60,,,,,,1234,440,42,1609,50
04/13/2018,Nicolas,Kyle,"Nicolas, Kyle",N,5,-,-,-,P,,Fr.,James_Smith,Ball State University,Mid-American Conference,75,205,R,R,Miami University (Ohio),Mid-American Conference,Miami University (Ohio)_AT_Ball State University_04/13/2018,2.67,59,2,2,0,2,2,0,57.6,1,1,0,90,94,8,3,0,1,83,86,2,1,1,0,82,85,1,0,0,0,,,,,,,55,,55,50,,45,60,,55,55,,50,4 Seam,Slider,Changeup,,,1948,273,69,3175,51
04/13/2018,Nicolas,Kyle,"Nicolas, Kyle",N,5,-,-,-,P,,Fr.,James_Smith,Ball State University,Mid-American Conference,75,205,R,R,Miami University (Ohio),Mid-American Conference,Miami University (Ohio)_AT_Ball State University_04/13/2018,2.67,59,2,2,0,2,2,0,57.6,1,1,0,90,94,8,3,0,1,83,86,2,1,1,0,82,85,1,0,0,0,,,,,,,55,,55,50,,45,60,,55,55,,50,4 Seam,Slider,Changeup,,,1948,273,69,3175,51
04/15/2018,Jameson,Drey,"Jameson, Drey",N,5,-,-,-,P,,Fr.,James_Smith,Ball State University,Mid-American Conference,72,165,R,R,Miami University (Ohio),Mid-American Conference,Miami University (Ohio)_AT_Ball State University_04/15/2018,5.33,112,6,5,0,1,6,0,61.6,2,2,1,88,93,17,5,1,5,80,84,4,2,2,0,82,83,2,1,1,1,,,,,,,50,,50,50,,50,55,,55,55,,55,4 seam,Slider,Changeup,,,1912,268,77,3334,50
04/15/2018,Jameson,Drey,"Jameson, Drey",N,5,-,-,-,P,,Fr.,James_Smith,Ball State University,Mid-American Conference,72,165,R,R,Miami University (Ohio),Mid-American Conference,Miami University (Ohio)_AT_Ball State University_04/15/2018,5.33,112,6,5,0,1,6,0,61.6,2,2,1,88,93,17,5,1,5,80,84,4,2,2,0,82,83,2,1,1,1,,,,,,,50,,50,50,,50,55,,55,55,,55,4 seam,Slider,Changeup,,,1912,268,77,3334,43
03/09/2018,Hankins,Tyler,"Hankins, Tyler",N,5,-,-,-,P,0,So.,Jamie Quolas,Central Michigan University,Mid-American Conference,81,225,L,R,University of South Florida,American Athletic Conference,Central Michigan University_AT_University of South Florida_03/10/2018,5,,7,6,1,3,7,3,68,2,2,3,79,82,34,2,0,7,73,75,2,1,0,0,67,70,3,1,0,0,,,,,,,25,35,,40,,40,40,50,,45,,50,,,,,,1374,531,18,1457,40
03/13/2018,Stuart,Baron,"Stuart, Baron",N,5,-,-,-,P,0,Fr.,Jamie Quolas,University of South Florida,American Athletic Conference,75,228,R,R,Florida Gulf Coast University,Atlantic Sun Conference,Florida Gulf Coast University_AT_University of South Florida_03/13/2018,5,,4,1,1,2,3,5,69,1,2,1,86,89,13,1,0,2,,,,,,,76,77,3,0,0,2,78,79,16,8,0,2,40,,40,50,,50,55,,55,60,,55,,,,,,1081,535,18,1549,44
03/03/2018,Wisely,Alec,"Wisely, Alec",N,5,-,-,-,P,IF,Jr.,Jamie Quolas,University of South Florida,American Athletic Conference,69,184,R,R,Columbia University,The Ivy League,Columbia University_AT_University of South Florida_03/03/2018,6.33,,5,0,0,1,5,7,66,2,0,3,87,90,21,7,0,3,,,,,,,78,80,11,1,0,2,75,79,2,0,0,0,45,,45,35,,50,50,,45,40,,55,,,,,,1055,539,34,2442,47
04/13/2018,Josephina,Orsen,"Josephina, Orsen",N,5,-,-,-,P,,Jr.,Jamie Quolas,Palm Beach Atlantic University,Sunshine State Conference,74,190,R,R,University of Tampa,Sunshine State Conference,Palm Beach Atlantic University_AT_University of Tampa_04/14/2018,1,21,1,0,0,0,2,0,71.4,0,0,1,90,92,3,0,0,1,81,84,2,0,0,0,75,84,2,0,0,0,,,,,,,50,,45,50,,55,55,,50,60,,60,Two-Seam,Slider,Change-up,,"Orsen Josephina is an athletic, solid and medium frame with little room to add mass. He gets good lower-half drive and able to generate good velocity with his upper body and quick arm action. Mechanically he can improve his velocity with further hip flexibility and greater shoulder to hip separation. He has a devestating change-up that dives away and down out of the zone. Orsen projects as high closer or potential #3/#4 with further development of his slider.",1974,699,46,2469,50
04/13/2018,Josephina,Orsen,"Josephina, Orsen",N,5,-,-,-,P,,Jr.,Jamie Quolas,Palm Beach Atlantic University,Sunshine State Conference,74,190,R,R,University of Tampa,Sunshine State Conference,Palm Beach Atlantic University_AT_University of Tampa_04/14/2018,1,21,1,0,0,0,2,0,71.4,0,0,1,90,92,3,0,0,1,81,84,2,0,0,0,75,84,2,0,0,0,,,,,,,50,,45,50,,55,55,,50,60,,60,Two-Seam,Slider,Change-up,,"Orsen Josephina is an athletic, solid and medium frame with little room to add mass. He gets good lower-half drive and able to generate good velocity with his upper body and quick arm action. Mechanically he can improve his velocity with further hip flexibility and greater shoulder to hip separation. He has a devestating change-up that dives away and down out of the zone. Orsen projects as high closer or potential #3/#4 with further development of his slider.",1974,699,46,2469,50
04/13/2018,Josephina,Orsen,"Josephina, Orsen",N,5,-,-,-,P,,Jr.,Jamie Quolas,Palm Beach Atlantic University,Sunshine State Conference,74,190,R,R,University of Tampa,Sunshine State Conference,Palm Beach Atlantic University_AT_University of Tampa_04/14/2018,1,21,1,0,0,0,2,0,0.714,0,0,1,90,92,3,0,0,1,81,84,2,0,0,0,75,84,2,0,0,0,,,,,,,50,,45,50,,55,55,,50,60,,60,Two-Seam,Slider,Change-up,,"Orsen Josephina is an athletic, solid and medium frame with little room to add mass. He gets good lower-half drive and able to generate good velocity with his upper body and quick arm action. Mechanically he can improve his velocity with further hip flexibility and greater shoulder to hip separation. He has a devestating change-up that dives away and down out of the zone. Orsen projects as high closer or potential #3/#4 with further development of his slider.",1974,699,46,2469,44
04/13/2018,Schneider,Johnnie,"Schneider, Johnnie",N,5,-,-,-,P,,Jr.,Jamie Quolas,Palm Beach Atlantic University,Sunshine State Conference,77,180,R,R,University of Tampa,Sunshine State Conference,Palm Beach Atlantic University_AT_University of Tampa_04/14/2018,1,18,2,1,0,2,2,1,44.4,1,0,1,91,93,3,0,0,1,72,75,1,0,0,1,81,81,1,0,0,0,,,,,,,50,40,,35,,30,60,50,,45,,45,Two-Seam,Curve,Change-up,,"Johnnie Schneider is a tall, lanky and large frame with some room to add mass with his athleticism. He has a very decpetive and quick delivery to the mound. He is mechanically sound and gets good down hill drive and action on his fastball. However, command of his good stuff can be an issue. With development of commanding his pitches, Johnnie projects to be a low closer or a high setup reliever.",1937,511,60,2469,39
04/13/2018,Schneider,Johnnie,"Schneider, Johnnie",N,5,-,-,-,P,,Jr.,Jamie Quolas,Palm Beach Atlantic University,Sunshine State Conference,77,180,R,R,University of Tampa,Sunshine State Conference,Palm Beach Atlantic University_AT_University of Tampa_04/14/2018,1,18,2,1,0,2,2,1,44.4,1,0,1,91,93,3,0,0,1,72,75,1,0,0,1,81,81,1,0,0,0,,,,,,,50,40,,35,,30,60,50,,45,,45,Two-Seam,Curve,Change-up,,"Johnnie Schneider is a tall, lanky and large frame with some room to add mass with his athleticism. He has a very decpetive and quick delivery to the mound. He is mechanically sound and gets good down hill drive and action on his fastball. However, command of his good stuff can be an issue. With development of commanding his pitches, Johnnie projects to be a low closer or a high setup reliever.",1937,511,60,2469,39
04/13/2018,Schneider,Johnnie,"Schneider, Johnnie",N,5,-,-,-,P,,Jr.,Jamie Quolas,Palm Beach Atlantic University,Sunshine State Conference,77,180,R,R,University of Tampa,Sunshine State Conference,Palm Beach Atlantic University_AT_University of Tampa_04/14/2018,1,18,2,1,0,2,2,1,0.444,1,0,1,91,93,3,0,0,1,72,75,1,0,0,1,81,81,1,0,0,0,,,,,,,50,40,,35,,30,60,50,,45,,45,Two-Seam,Curve,Change-up,,"Johnnie Schneider is a tall, lanky and large frame with some room to add mass with his athleticism. He has a very decpetive and quick delivery to the mound. He is mechanically sound and gets good down hill drive and action on his fastball. However, command of his good stuff can be an issue. With development of commanding his pitches, Johnnie projects to be a low closer or a high setup reliever.",1937,511,60,2469,39
03/07/2018,Leasure,Jordan,"Leasure, Jordan",N,5,-,-,-,P,0,So.,Jamie Quolas,University of Tampa,Sunshine State Conference,74,175,R,R,Catawba College,South Atlantic Conference,Catawba College_AT_University of Tampa_03/07/2018,3,,4,2,1,4,5,1,53,2,0,2,86,91,7,2,0,2,,,,,,,79,81,3,0,0,1,76,78,2,0,0,1,40,,40,45,,35,55,,50,55,,45,,,,,,1239,574,113,2913,43
03/25/2018,Gardner,Chase,"Gardner, Chase",N,5,-,-,-,P,0,Jr.,Jamie Quolas,University of Connecticut,American Athletic Conference,79,242,L,L,University of South Florida,American Athletic Conference,University of Connecticut_AT_University of South Florida_03/23/2018,5.66,,4,0,0,3,2,9,72.50%,1,2,1,87,90,18,5,0,2,72,77,10,3,2,0,85,86,6,1,0,0,,,,,,,40,50,40,,,55,50,60,45,,,65,,,,,,2357,96,17,8626,45
03/23/2018,Poulin,P.J.,"Poulin, P.J.",N,5,-,-,-,P,0,Jr.,Jamie Quolas,University of Connecticut,American Athletic Conference,73,185,L,R,University of South Florida,American Athletic Conference,University of Connecticut_AT_University of South Florida_03/23/2018,1.33,,0,0,0,1,1,1,57.10%,0,0,0,89,92,3,2,0,0,,,,,,,84,84,1,0,0,0,,,,,,,45,,,40,,45,55,,,50,,55,,,,,,2636,510,60,8626,43
02/17/2018,Strzelecki,Peter,"Strzelecki, Peter",N,5,-,-,-,P,,RS-Sr.,Jamie Quolas,University of South Florida,American Athletic Conference,73,210,R,R,University of North Carolina,Atlantic Coast Conference,"University of North Carolina, Chapel Hill_AT_University of South Florida",4,,8,11,,4,3,6,69,5,2,1,87,92,25,3,1,4,74,77,4,2,,2,87,89,4,,1,,77,80,5,1,1,,45,40,40,45,,45,50,50,45,55,,50,,,,,,2744,145,24,,43
02/18/2018,Sullivan,Collin,"Sullivan, Collin",N,5,-,-,-,P,,So.,Jamie Quolas,University of South Florida,American Athletic Conference,73,203,R,R,University of North Carolina,Atlantic Coast Conference,"University of North Carolina, Chapel Hill_AT_University of South Florida",5.7,,7,5,1,1,2,6,63,4,2,1,87,90,20,2,2,5,76,79,3,,,,80,84,7,2,1,3,,,,,,,40,45,,40,,45,55,60,,55,,55,,,,,,2746,291,70,,43
02/10/2018,Velez,Antonio,"Velez, Antonio",N,5,-,-,-,P,,So.,Jamie Quolas,Hillsborough Community College,SunCoast Conference,73,195,L,L,Palm Beach State College,Southern Conference,Palm Beach State College_AT_Hillsborough Community College,4,,2,,1,,4,3,,1,,1,87,91,10,1,2,,78,80,4,1,1,,75,78,9,2,1,,,,,,,,45,40,,35,,50,55,60,,45,,55,,,,,,3,133,83,,32
04/28/2018,Bosquet,Bradley,"Bosquet, Bradley",N,5,-,-,-,P,,Sr.,Jarod Bacon,Brandeis University,University Athletic Association,69,170,R,R,Washington University in St. Louis,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/28/2018,4,72,3,1,0,2,4,4,59.70%,1,2,0,76,82,20,4,1,4,68,74,4,0,0,0,71,73,1,1,0,0,,,,,,,20,20,,20,,25,20,20,,25,,30,,,,,,2215,566,116,389,21
04/27/2018,Gutierrez,Albert,"Gutierrez, Albert",N,5,-,-,-,P,,So.,Jarod Bacon,Brandeis University,University Athletic Association,70,175,R,R,Washington University in St. Louis,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/27/2018,2.67,85,8,11,0,5,2,6,49.40%,1,4,3,75,80,27,4,0,7,67,70,4,1,1,0,66,71,0,0,0,0,60,63,0,0,0,0,20,20,20,20,,20,25,20,25,25,,25,4-Seam,Slider,Changeup,Curveball,,2391,566,54,437,22
04/28/2018,Ashbaugh,Matt,"Ashbaugh, Matt",N,5,-,-,-,P,,So.,Jarod Bacon,Washington University in St. Louis,University Athletic Association,69,170,L,L,Brandeis University,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/28/2018,4,89,4,1,0,6,2,3,51.70%,3,0,1,77,84,18,4,3,1,72,76,8,2,0,0,68,71,4,0,0,0,66,66,0,0,0,0,20,20,20,30,,30,25,25,25,35,,35,,,,,Only threw two curveballs,1639,414,80,468,29
04/26/2018,Howard,John,"Howard, John",N,5,-,-,-,P,,Jr.,Jarod Bacon,Washington University in St. Louis,University Athletic Association,72,190,R,R,Brandeis University,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/26/2018,8,100,6,1,0,0,7,5,65.00%,1,2,3,84,91,28,8,1,4,76,83,10,5,5,0,71,74,4,1,1,0,73,78,4,4,1,0,40,30,35,30,,35,45,35,40,35,,45,4-Seam,Slider,Curveball,Changeup,,1616,212,18,663,34
03/02/2018,Howard,John,"Howard, John",N,5,-,-,-,P,,Jr.,Jarod Bacon,Washington University in St. Louis,University Athletic Associaton,72,190,R,R,Buena Vista University,Iowa Intercollegiate Athletic Conference,Buena Vista University_AT_Washington University in St. Louis_03/03/2018,7,,1,0,0,1,6,7,67.5,1,0,0,83,89,24,3,1,2,70,74,4,3,1,0,75,82,10,3,4,0,77,78,1,0,0,0,40,30,35,25,,35,40,35,40,30,,40,,,,,,1616,63,93,980,29
03/02/2018,Smart,Gage,"Smart, Gage",N,5,-,-,-,P,,So.,Jarod Bacon,Buena Vista University,Iowa Intercollegiate Athletic Conference,73,175,L,L,Washington University in St. Louis,University Athletic Association,Buena Vista University_AT_Washington University in St. Louis_03/03/2018,3,,5,9,2,4,7,1,52,4,0,1,78,82,16,1,0,2,67,70,5,1,0,0,,,,,,,,,,,,,20,,25,,,20,25,,30,,,25,,,,,,2714,506,89,1010,21
03/24/2018,Hough,Brady,"Hough, Brady",N,5,-,-,-,P,,Fr.,Jarod Bacon,Illinois Wesleyan University,College Conference of Illinois and Wisconsin,72,200,R,R,Washington University in St. Louis,University Athletic Association,Illinois Wesleyan University_AT_Washington University in St. Louis_03/24/2018,0.7,,2,4,0,2,1,1,54.50%,0,1,1,78,82,4,1,1,0,68,74,6,0,0,1,,,,,,,,,,,,,20,20,,,,20,30,30,,,,30,,,,,,2435,510,60,8628,26
03/03/2018,Loutus,Ryan,"Loutus, Ryan",N,5,-,-,-,P,,Fr.,Jarod Bacon,Washington University in St. Louis,University Athletic Associaton,76,215,R,R,Buena Vista University,Iowa Intercollegiate Athletic Conference,Buena Vista University_AT_Washington University in St. Louis_03/03/2018,6,,4,1,0,1,0,4,70.8,3,1,0,84,89,30,10,4,2,70,73,1,0,0,0,75,79,6,0,0,1,77,79,0,0,0,0,40,30,25,20,,30,45,35,30,30,,40,,,,,,1670,1750,16,8644,29
04/20/2018,Gross,Mark,"Gross, Mark",N,5,-,-,-,P,,Jr.,Jarod Bacon,Case Western Reserve University,University Athletic Association,75,200,R,L,Washington University in St. Louis,University Athletic Association,Case Western Reserve University_AT_Washington University in St. Louis_04/20/2018,6,,11,6,0,2,7,6,64.2,5,1,5,82,87,18,2,2,2,70,74,7,1,1,1,75,78,9,3,3,0,,,,,,,30,25,30,,,30,35,35,35,,,35,,,,,,2385,699,45,8705,25
04/21/2018,Levine,Matt,"Levine, Matt",N,5,-,-,-,P,,Fr.,Jarod Bacon,Case Western Reserve University,University Athletic Association,73,175,R,R,Washington University in St. Louis,University Athletic Association,Case Western Reserve University_AT_Washington University in St. Louis_04/21/2018,6,,5,0,0,2,,9,51.3,1,2,2,78,84,27,2,0,6,67,71,4,0,1,1,,,,,,,,,,,,,20,20,,,,20,30,25,,,,30,,,,,,2508,677,23,8710,27
04/21/2018,Loutus,Ryan,"Loutus, Ryan",N,5,-,-,-,P,,Fr.,Jarod Bacon,Washington University in St. Louis,University Athletic Association,76,215,R,R,Case Western Reserve University,University Athletic Association,Case Western Reserve University_AT_Washington University in St. Louis_04/21/2018,6,,3,3,0,3,5,6,62.7,2,1,0,83,87,21,6,5,4,74,80,17,4,2,0,70,73,2,0,0,0,,,,,,,35,30,35,,,30,45,35,35,,,40,,,,,,1670,1750,16,8710,29
04/22/2018,Viersen,Rees,"Viersen, Rees",N,5,-,-,-,P,,Fr.,Jarod Bacon,Washington University in St. Louis,University Athletic Association,74,185,R,L,Case Western Reserve University,University Athletic Association,Case Western Reserve University_AT_Washington University in St. Louis_04/22/2018,6,,5,2,1,3,5,5,61.5,1,4,0,78,85,17,1,0,3,69,74,11,8,8,1,75,77,9,3,3,0,74,78,3,2,0,0,20,30,30,30,,25,30,35,35,35,,30,,,,,,2779,1750,10,8712,26
02/27/2018,Ashbaugh,Matthew,"Ashbaugh, Matthew",N,5,-,-,-,P,,So.,Jarod Bacon,Washington University in St. Louis,University Athletic Associaton,69,170,L,L,Greenville University,St. Louis Intercollegiate Athletic Conference,Greenville University_AT_Washington University in St. Louis,3,,1,0,0,0,3,1,68,1,0,0,77,85,6,2,1,0,66,70,0,0,0,0,72,75,5,2,2,0,77,77,1,1,0,0,20,20,20,30,,30,30,30,20,40,,40,,,,,,2166,1750,10,,29
04/27/2018,Serapilio-Frank,Cam,"Serapilio-Frank, Cam",N,5,-,-,-,P,,Sr.,Jean An,New York University,University Athletic Association,72,170,R,R,Emory University,University Athletic Association,Emory University_AT_New York University_04/27/2018,6.00,110,8,5,1,2,5,8,57.3,3,2,3,78,83,18,2,0,3,75,82,11,6,5,0,84,88,8,1,0,1,70,73,2,0,0,0,40,20,40,20,40,40,45,25,45,25,45,50,Sinker,Slider,4-Seam FB,Curveball,"Features a sinker that he could locate on both sides of the plate and a late-breaking slider that really causes trouble for right-handed hitters. The two pitches interestingly has similar velocity so it is hard for the hitters to identify that slider, causing them to whiff on it regularly. Had trouble locating his 4-seam fastball in this game and could pretty much only hit the glove-side of the plate. Also threw one change-up in this game and resulted in a foul ball.",2701,566,54,769,34
04/28/2018,Robertson,James,"Robertson, James",N,5,-,-,-,P,,So.,Jean An,Emory University,University Athletic Association,72,175,L,S,New York University,University Athletic Association,Emory University_AT_New York University_04/28/2018,8.00,115,6,2,0,3,10,7,59.1,3,2,1,76,86,26,5,0,2,70,78,13,4,1,0,61,69,9,1,0,0,70,73,0,0,0,0,40,30,40,25,,40,45,35,50,30,,50,4-Seam,Slider,Curveball,Changeup,Had decent control on the slider and could consistently hit both sides of the plate. Curveball was more of a get-me-over pitch.,2669,489,27,771,35
03/27/2018,Serapilio-Frank,Cam,"Serapilio-Frank, Cam",N,5,-,-,-,SP,,Sr.,Jean An,New York University,University Athletic Association,72,170,R,R,College of Mount St. Vincent,Skyline Conference,Saint Vincent College_AT_New York University_03/27/2018,5,,1,0,0,1,6,4,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701,351,70,7386,34
03/20/2018,Munoz,Joaquin,"Munoz, Joaquin",N,5,-,-,-,P,,Fr.,Jean An,U.S. Merchant Marine Academy,Skyline Conference,72,185,L,R,Baruch College,City University of New York Athletic Conference,U.S. Merchant Marine Academy_AT_Baruch College_03/20/2018,5,,4,3,0,4,3,5,53.80%,2,1,1,77,83,27,8,1,1,63,71,8,0,0,0,70,78,2,0,0,1,,,,,,,40,35,,25,,35,50,40,,35,,45,,,,,,1464,51,8,7533,33
03/24/2018,Giovenco,Ryan,"Giovenco, Ryan",N,5,-,-,-,P,,Fr.,Jean An,Haverford College,Centennial Conference,71,,R,R,New York University,University Athletic Association,Haverford College_AT_New York University_03/24/2018,6.33,,3,2,1,2,10,4,66.00%,2,0,1,75,83,15,5,2,1,65,69,1,0,1,0,69,71,0,0,0,0,70,75,16,3,1,0,40,25,35,25,,40,50,30,45,30,,50,,,,,,1524,1572,83,7706,33
03/24/2018,Bass,Nathan,"Bass, Nathan",N,5,-,-,-,P,,Fr.,Jean An,Haverford College,Centennial Conference,72,,R,R,New York University,University Athletic Association,Haverford College_AT_New York University_03/24/2018,1.67,,5,7,1,2,2,0,57.70%,2,0,3,79,86,9,1,0,2,68,71,2,0,0,0,,,,,,,70,77,4,1,0,0,40,25,35,,,35,55,30,40,,,40,,,,,,1503,1684,40,7723,33
03/03/2018,Salvadore,Tim,"Salvadore, Tim",N,5,-,-,-,P,,Fr.,Jean An,New York University,University Athletic Association,75,190,R,R,State University of New York at Canton,Independent,State University of New York at Canton_AT_New York University_03/03/2018,5,,5,3,2,4,6,1,54.3,1,2,2,77,85,28,5,2,2,71,78,4,1,1,0,73,77,0,0,0,0,,,,,,,40,30,,20,,35,55,40,,30,,40,,,,,,863,134,67,7881,31
